Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,One Day as a Lion,"Jackie Powers will stop at nothing to prevent his son from following him into a life of crime. With his mob employer in pursuit, a chance encounter at a roadside diner charts a new path.",185.785,/cxSKca4dNlk7O7PMiEYT203vlIw.jpg,2023-04-04,One Day as a Lion,FALSE,5.9,34
ja,永遠の831,"In the present day, the world is in turmoil due to an ""unprecedented disaster."" A young man living in Tokyo, Suzushirō, has a secret he cannot tell anyone. That secret is that he can stop the time around him despite his thoughts. One day, he meets a girl named Nazuna who has the same ""power"". When he learns that she is being used in a crime, he impulsively reaches out to help her.",206.487,/4dlrpSf3q1GAgBUOjnemHP06QHC.jpg,2022-03-18,Eternal 831,FALSE,3.3,6
en,Island of the Dolls,A group of people go to the legendary Island of the Dolls to learn the deadly truth.,163.715,/c8FUbg4SnvMXZx4rlkuK7FB6266.jpg,2023-01-13,Island of the Dolls,FALSE,5.3,31
en,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",181.763,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,Jurassic World Dominion,FALSE,6.8,4953
en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",188.579,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,FALSE,6.6,6141
en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",209.916,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,2009-12-15,Avatar,FALSE,7.6,29311
en,Beautiful Disaster,"Bad-boy Travis is exactly what college freshman Abby needs and wants to avoid. He spends his nights fighting in underground boxing matches, and his days as the ultimate college campus charmer. But Abby wants nothing to do with Travis. Intrigued by Abby’s resistance, Travis offers her a simple bet: if he loses his next fight, he must remain sex-free for a month. If he wins, Abby must live in his apartment for the same amount of time. Either way, Travis has no idea that Abby’s dark past is about to emerge, and he may have finally met his match.",223.937,/bwdLflvCcOCRPqb1x13KPuYIzVx.jpg,2023-04-04,Beautiful Disaster,FALSE,6.5,302
en,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,196.858,/uvYbo4eF3q6W06kpx5iDwC4jt6N.jpg,2023-08-02,Meg 2: The Trench,FALSE,0,0
en,Winnie the Pooh: Blood and Honey,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",179.695,/ewF3IlGscc7FjgGEPcQvZsAsgAW.jpg,2023-01-27,Winnie the Pooh: Blood and Honey,FALSE,5.7,660
es,Tin & Tina,"After a traumatic miscarriage, Lola and her husband Adolfo adopt Tin and Tina, a lovely albino brother and sister with an ultra-catholic education that makes them interpret Holy Bible verbatim.",190.208,/gwVAb3hMYl5F68mvKGl2eqDOj0G.jpg,2023-03-24,Tin & Tina,FALSE,6.1,230
en,Titanic II,"On the 100th anniversary of the original voyage, a modern luxury liner christened ""Titanic 2,"" follows the path of its namesake. But when a tsunami hurls an ice berg into the new ship's path, the passengers and crew must fight to avoid a similar fate.",181.561,/3m12UeP1DMfhYZyvpLftaJGsyp3.jpg,2010-08-07,Titanic II,FALSE,4.9,345
en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",198.173,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,2022-08-11,Fall,FALSE,7.3,2977
en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",201.128,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-24,Top Gun: Maverick,FALSE,8.3,7053
en,Peter Pan & Wendy,"Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.",172.52,/9NXAlFEE7WDssbXSMgdacsUD58Y.jpg,2023-04-20,Peter Pan & Wendy,FALSE,5.7,460
en,Renfield,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",169.833,/2OaprROMZZeiWsydjGUIkXrv2Z3.jpg,2023-04-07,Renfield,FALSE,6.8,712
en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",195.387,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,FALSE,7.7,8126
en,Attack on Titan,"As viable water is depleted on Earth, a mission is sent to Saturn's moon Titan to retrieve sustainable H2O reserves from its alien inhabitants. But just as the humans acquire the precious resource, they are attacked by Titan rebels, who don't trust that the Earthlings will leave in peace.",170.502,/ay8SLFTMKzQ0i5ewOaGHz2bVuZL.jpg,2022-09-30,Attack on Titan,FALSE,6,150
en,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",171.631,/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,2018-08-09,The Meg,FALSE,6.2,6525
en,Graphic Desires,"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.",143.395,/3BjLdTWRiHc1ISIZMFvToOmghOM.jpg,2022-08-15,Graphic Desires,FALSE,4.5,7
en,About My Father,"Encouraged by his fiancee, a man and his father spend the weekend with her wealthy and exceedingly eccentric family. The gathering soon develops into a culture clash, allowing father and son to discover the true meaning of family.",174.248,/hQUT2B0QVV17pYMHyLzdNGVdrBF.jpg,2023-05-25,About My Father,FALSE,6.1,50
en,The Whale,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,168.269,/jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg,2022-12-09,The Whale,FALSE,8,2514
en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",181.998,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",FALSE,7.1,9608
en,Kandahar,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",178.207,/lCanGgsqF4xD2WA5NF8PWeT3IXd.jpg,2023-05-25,Kandahar,FALSE,6.1,148
en,The Social Network,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",196.426,/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,2010-10-01,The Social Network,FALSE,7.4,10957
en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",189.059,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-04-08,Sonic the Hedgehog 2,FALSE,7.6,4019
en,Lullaby,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing. But her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,144.873,/vmE4gZ9vy8ammgS2UsEh0Z1OCia.jpg,2022-12-16,Lullaby,FALSE,5.5,37
en,A Deadly Mistake,"After a car accident leaves her boyfriend in a coma, April’s panic attacks return and make her life a living hell. However, once she accepts the kindness of a stranger trying to help her, she realizes that he might not be the stranger she thought he is.",155.71,/7702HNFOs5CWDKZ5VTq90Z42u4f.jpg,2023-01-23,A Deadly Mistake,FALSE,6.1,18
en,After Ever Happy,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",182.078,/6b7swg6DLqXCO3XUsMnv6RwDMW2.jpg,2022-08-24,After Ever Happy,FALSE,6.8,872
es,El puño del cóndor,"Upon the empire’s fall to invading conquistadors, the 16th-century Incas quickly concealed a sacred manual containing the secrets behind their deadly fighting technique. But after centuries of careful safeguarding, the manual is again at risk of falling into the wrong hands, leaving its rightful guardian to battle the world’s greatest assassins to protect the ancient secrets within.",171.766,/odpaGY2lG32NG4GL2PuGPt7UUTy.jpg,2023-04-04,Fist of the Condor,FALSE,7.4,38
en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",174.144,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,FALSE,7.4,7604
en,Battle for Saipan,"On July 7, 1944, a U.S. Army hospital on the remote island of Saipan is overrun by Japanese forces during a relentless attack. Outgunned and surrounded by the enemy, a lone medic puts it all on the line to lead a band of wounded soldiers to safety.",153.371,/9N3KwhzBCcqmFcqHpPCsjqfym9M.jpg,2022-11-25,Battle for Saipan,FALSE,5.8,48
en,Knock at the Cabin,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",158.304,/dm06L9pxDOL9jNSK4Cb6y139rrG.jpg,2023-02-01,Knock at the Cabin,FALSE,6.4,1586
en,Snag,"An Australian lone wolf's quiet existence is shattered when he learns that the woman he once loved and thought was dead is alive and held captive by ruthless gangsters. Now, to take on this dangerous criminal organization, he must seek out allies and storm into a world of violence to rescue the love of his life in this gritty, modern day violent fairytale.",165.036,/nhj4Q39qMSk6X5Ly9j9Yqyjrg5A.jpg,2023-04-28,Snag,FALSE,5.8,37
en,"Ruby Gillman, Teenage Kraken","A shy teenager discovers that she's part of a legendary royal lineage of mythical sea krakens and that her destiny, in the depths of the oceans, is bigger than she ever dreamed.",259.039,/lotWiuWuTGlQ94rzBdy6ZmKZnTA.jpg,2023-06-28,"Ruby Gillman, Teenage Kraken",FALSE,10,1
en,The Woman King,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",166.216,/438QXt1E3WJWb3PqNniK0tAE5c1.jpg,2022-09-16,The Woman King,FALSE,7.8,1587
en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",169.138,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-02,Prey,FALSE,7.8,5578
en,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",253.169,/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,2012-03-01,The Lorax,FALSE,6.5,3068
en,Beau Is Afraid,A paranoid man embarks on an epic odyssey to get home to his mother.,143.235,/wgVkkjigF31r1nZV80uV0xNIoun.jpg,2023-04-14,Beau Is Afraid,FALSE,7,356
en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",172.097,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019-04-11,After,FALSE,7.1,7638
