Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,Can You Keep a Secret?,"Emma Corrigan, a girl with a few secrets on a turbulent plane ride, thinks she’s about to die, Emma spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then, her company’s young and elusive CEO, arrives at the office. It’s him. And he knows every single humiliating detail about Emma.",19.809,/7QtCOlHESPEYtFANmd4yLqsYKZ4.jpg,2019-09-13,Can You Keep a Secret?,FALSE,6.5,808
en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",24.799,/cjcrkPeQkrkEVYrd3lHWJbfBdrv.jpg,2015-09-24,Pan,FALSE,6,2563
en,Open Season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",18.546,/w5Lctmkc1yah215Luxmci4djaiW.jpg,2006-09-27,Open Season,FALSE,6.1,2451
en,The Name of the Rose,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",21.044,/d6dlbTBb3N7nXDz7tQslDJs2jgv.jpg,1986-09-24,The Name of the Rose,FALSE,7.5,2653
en,Scooby-Doo! Curse of the Lake Monster,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",22.296,/4fvCOntbgzZ9crbduTHRhgN8bgq.jpg,2010-10-15,Scooby-Doo! Curse of the Lake Monster,FALSE,6.2,458
en,Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",26.546,/yGjVbLVdZRBlZTTQVBsj2KUjL1s.jpg,2012-10-04,Frankenweenie,FALSE,6.9,2965
ja,Death Note: デスノート,"Yagami Light is an ace student with great prospects, who's bored out of his mind. One day he finds the ""Death Note"": a notebook from the realm of the Death Gods, with the power to kill people in any way he desires. With the Death Note in hand, Light decides to create his perfect world, without crime or criminals. However, when criminals start dropping dead one by one, the authorites send the legendary detective L to track down the killer, and a battle of wits, deception and logic ensues...this was aired on Japanese tv shortly after the death note anime was completed, this special basically re-cuts the first 26 episodes of the series into a two hour movie with some new scenes and dialogue added and the story is seen from ryuk's viewpoint.",23.745,/bB22CJM8arCCRvjFedmH5qtsbHb.jpg,2007-08-31,Death Note Relight 1: Visions of a God,FALSE,8,249
ja,劇場版 ソードアート・オンライン -オーディナル・スケール-,"In 2026, four years after the infamous Sword Art Online incident, a revolutionary new form of technology has emerged: the Augma, a device that utilizes an Augmented Reality system. Unlike the Virtual Reality of the NerveGear and the Amusphere, it is perfectly safe and allows players to use it while they are conscious, creating an instant hit on the market. The most popular application for the Augma is the game Ordinal Scale, which immerses players in a fantasy role-playing game with player rankings and rewards.  Following the new craze, Kirito's friends dive into the game, and despite his reservations about the system, Kirito eventually joins them. While at first it appears to be just fun and games, they soon find out that the game is not all that it seems...",22.549,/2szdEK0Mr0RG0nWGFVTseNQHbnP.jpg,2017-02-18,Sword Art Online: The Movie – Ordinal Scale,FALSE,7.8,601
ja,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,Yugi and Kaiba have a special duel that transcends dimensions.,26.797,/nFQkn1KE0Is3FUW0yPPgdVvCnlo.jpg,2016-04-23,Yu-Gi-Oh!: The Dark Side of Dimensions,FALSE,7.6,390
sv,Breaking Surface,"Two Swedish/Norwegian half sisters go on a winter diving trip in Northern Norway, when they get trapped after a rockslide.",24.554,/zlOvKg5WkXcwcmqy2KaiXoXLAky.jpg,2020-02-14,Breaking Surface,FALSE,6.8,349
en,The Life Aquatic with Steve Zissou,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",21.789,/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg,2004-12-10,The Life Aquatic with Steve Zissou,FALSE,7.1,2543
en,Seal Team,"After his best friend is killed in a shark attack, Quinn, a lovable yet tenacious seal assembles a SEAL TEAM to fight back against a gang of sharks overtaking the neighborhood. But this merry band of international seals are not at all trained for such a mission. They seek the help of a much more skillful combatant, Claggart, but even his tricks and flips can’t whip these guys into shape. However, with a little bit of ingenuity, intelligence and a lot of heart, our SEAL TEAM may actually be able to bring peace back to their undersea community.",22.318,/yPZ3I27oeSm4zVesgMxXlhW8GDe.jpg,2021-10-28,Seal Team,FALSE,7.1,203
en,So Cold the River,A documentary filmmaker's research on a town's mysterious benefactor unearths an unexplained evil while staying at a local resort.,19.527,/dhnFKLefUEFTq35XGM6GpKUyi4D.jpg,2022-03-25,So Cold the River,FALSE,5.6,40
ko,젊은엄마 4,"Woo-jin, who is a repeater of college entrance exam, and Taek-sik's friend, Kang-hee come and visit Woo-jin's hometown on a small island. Woo-jin's mom, Hyeon-sook operates a small sashimi restaurant and a bed and breakfast to make a living on the island. Although Hyeon-sook has sex with Bong-seong, she rejects his proposals. One day, Woo-jin is terribly shocked to accidentally see his mom Hyeon-sook and Bong-seong having sex.",23.162,/wje6ZKrC1GKzhFHyMGPrrOLFAnt.jpg,2016-04-28,Young Mother 4,FALSE,4.3,4
en,Rain Man,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",27.734,/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,1988-12-11,Rain Man,FALSE,7.8,5677
en,Oz the Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",25.288,/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,2013-03-07,Oz the Great and Powerful,FALSE,5.9,6161
ko,가루지기,"The women in Byeon’s village ridicule his lack of libido, but he has the last laugh when a traveling monk imbues him with the ultimate male power.",29.745,/4KbYzvJLpMm7GHD8RJ4hlbbY6Co.jpg,2008-04-30,A Tale of Legendary Libido,FALSE,6,32
en,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",26.033,/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,1993-08-06,The Fugitive,FALSE,7.5,3727
en,Superman/Batman: Apocalypse,"Batman discovers a mysterious teen-aged girl with superhuman powers and a connection to Superman. When the girl comes to the attention of Darkseid, the evil overlord of Apokolips, events take a decidedly dangerous turn.",25.285,/d7gHmsA2o5Z1MhcuspMyOSO48KB.jpg,2010-09-28,Superman/Batman: Apocalypse,FALSE,7.2,615
en,The Karate Kid Part II,"After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies.",30.532,/k0OwgRR6PNu7h3SiqpCbRdZWNaG.jpg,1986-06-18,The Karate Kid Part II,FALSE,6.3,1909
en,Flashback,"Frederick Fitzell is living his best life—until he starts having horrific visions of Cindy, a girl who vanished in high school. After reaching out to old friends with whom he used to take a mystery drug called Mercury, Fredrick realizes the only way to stop the visions lies deep within his own memories, so he embarks on a terrifying mental odyssey to learn the truth.",20.298,/z8DPeAno9IT47gCQBrKqJ9czUyI.jpg,2020-10-08,Flashback,FALSE,6.3,237
en,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",23.78,/bhY62Dw8iW54DIhxPQerbuB9DOP.jpg,1996-02-23,Trainspotting,FALSE,8,8845
en,Endless Love,"Parental disapproval of two teenagers wrapped up in a passionate love affair causes a confusion of arson, death and insanity.",20.53,/sU9jXtu7dtbAezz5LdrFZSyzztw.jpg,1981-07-17,Endless Love,FALSE,5.6,176
ja,ヱヴァンゲリヲン新劇場版：序,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series. The film was retitled ""Evangelion: 1.01"" for its home video version and ""Evangelion: 1.11"" for a release with additional scenes.",27.032,/pETU4GurpeEjBOM8oytMH0yNBHx.jpg,2007-09-01,Evangelion: 1.0 You Are (Not) Alone,FALSE,7.6,795
en,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",23.029,/iFpgjfE4gt7guOLvrqgZZoO4Rjk.jpg,1967-06-15,The Dirty Dozen,FALSE,7.6,1044
en,The Courier,"Ezekiel Mannings, a vicious crime boss, is out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",20.541,/jE6QFRd48IzAxAubOE9HKB8sTjP.jpg,2019-11-22,The Courier,FALSE,6,485
en,Upgrade,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",23.236,/5f28TXtvHioXirX2n1XH8EJ314v.jpg,2018-05-31,Upgrade,FALSE,7.5,3811
en,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",30.031,/xtDhTcKfx0RItj9Ywkmwx8cH95M.jpg,2013-10-24,Ender's Game,FALSE,6.6,5329
ja,劇場版ポケットモンスター ダイヤモンド&パール ディアルガVSパルキアVSダークライ,"Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time.",18.779,/9TcvVXElhZ1e4J3n6JUIDKpZiTE.jpg,2007-07-14,Pokémon: The Rise of Darkrai,FALSE,6.9,234
en,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",24.528,/tjK063yCgaBAluVU72rZ6PKPH2l.jpg,2003-12-25,Big Fish,FALSE,7.8,6607
en,Bodies Bodies Bodies,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",27.182,/hSuTjDmqRdy7Dii8ymnF2WILTeP.jpg,2022-08-05,Bodies Bodies Bodies,FALSE,6.4,654
en,I Care a Lot,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,24.944,/gKnhEsjNefpKnUdAkn7INzIFLSu.jpg,2021-02-19,I Care a Lot,FALSE,6.6,2351
en,Barbie: The Princess & The Popstar,"Tori is a blonde princess who is bored of living her royal life, and has dreams of becoming a popstar. Keira, on the other hand, is a brunette popstar who dreams of being a princess. When the two meet, they magically trade places, but after realising it is best to be themselves.",24.274,/hab6ZMC3eXj9pQHlSxNUjonphCR.jpg,2012-09-13,Barbie: The Princess & The Popstar,FALSE,7.2,540
en,All Hallows' Eve,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown.",19.774,/bSe8CBqK8HkbP6sqZWzcJfQV9Ci.jpg,2013-10-29,All Hallows' Eve,FALSE,6,308
en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",25.771,/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg,2000-12-15,What Women Want,FALSE,6.4,3541
ko,젊은 형부,"A sexy brother-in-law approached her? And he’s a younger man?  Mi-yeon, who was adopted into her family when she was little, is living with her older sister, Si-yeon and Si-yeon’s husband. Mi-yeon’s desire towards her brother-in-law grows more and more every night when she gets to watch the affectionate interaction between her older sister and the brother-in-law. One day, Mi-yeon seduces her brother-in-law and the two end up crossing the line when they should not have. As the situation goes on, Mi-yeon finds out her older sister is also having affairs outside the marriage. Mi-yeon tries to clear up the relationship with her brother-in-law out of guilty feeling. However, she hears something shocking from the brother-in-law.",24.795,/cj2DPcWKDfd57cqVeFA40rZgbE6.jpg,2016-10-11,Sister's Younger Husband,FALSE,5.6,9
en,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,24.72,/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg,1996-10-18,Sleepers,FALSE,7.6,3149
en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",19.52,/35IU0Mq0zFsN1mYwDGts5mKc77n.jpg,2009-06-12,Moon,FALSE,7.6,5130
en,Barbie Fairytopia: Magic of the Rainbow,Elina goes to a fairy school to learn dancing and fairy magic. The spring of the fairy land is soon threatened by evil Laverna who intends to prevent fairies from performing the annual vital rainbow dance. Elina must stop quarreling with her fellow students and unite them to save the first bud of the spring.,26.019,/suo0EcRi0uJNRlhmNqOuDHpCSSE.jpg,2007-03-13,Barbie Fairytopia: Magic of the Rainbow,FALSE,6.8,388
en,The Rebound,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and  it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",22.018,/pnr4sA9tn3E5Sc2qHbG3yT4m8Fv.jpg,2009-09-16,The Rebound,FALSE,6.5,815
en,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",23.516,/tubPIJJah9iJ9eDHXxaxjLdOcQd.jpg,1989-12-15,Glory,FALSE,7.5,1382
en,The Last American Virgin,"The friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals.",16.061,/yeuzZJPKgRwyzmJIr71vZQgdu3H.jpg,1982-06-26,The Last American Virgin,FALSE,6.6,187
en,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,26.015,/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,2003-02-21,Old School,FALSE,6.6,1589
tl,Selina's Gold,"Selina's father sells her to Tiago who makes her a sex slave. With the help of Domeng, Tiago's blind slave, she plans their way out of this living hell.",28.96,/4a0X2GKDmhhp1U2FUKtKY6uNQHL.jpg,2022-10-28,Selina's Gold,FALSE,7.2,23
ja,犬夜叉 鏡の中の夢幻城,"With their most formidable foe vanquished, Inuyasha and his comrades begin returning to their everyday lives. But their peace is fleeting as another adversary emerges: Kaguya, the self-proclaimed princess from the Moon of Legend, hatches a plot to plunge the world into an eternal night of the full moon. Inuyasha, Kagome, Miroku, Sango and Shippou must reunite to confront the new menace.",26.765,/dDhXuKzGLz3mG8Uz5j06NAVv3cy.jpg,2002-12-22,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,FALSE,7.7,128
en,Rogue,"From the director of Wolf Creek comes this terrifying look at nature's perfect killing machine. When a group of tourists stumble into the remote Australian river territory of an enormous crocodile, the deadly creature traps them on a tiny mud island with the tide quickly rising and darkness descending. As the hungry predator closes in, they must fight for survival against all odds.",22.716,/x3pVvUeOgw0IPPyf0QoI8dUTcXq.jpg,2007-11-08,Rogue,FALSE,6.4,568
en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",25.015,/2YztYilviFCYcEtDAnrOstUWGie.jpg,2000-08-30,"O Brother, Where Art Thou?",FALSE,7.3,3683
zh,Crazy Tsunami,"A sudden tsunami came as a shock, trapping Jiang Peng and his daughter, Jiang Xiao Hu, in Chinatown of Southeast Asia. The two of them, with other inhabitants, took a brace to fight against the terrible monster that followed. However, after the life-and-death struggle, they found surprisingly a man-made calamity instead of a natural disaster.",37.458,/tX3oIneivfQNwaxXAHgMchc3gYe.jpg,2021-07-16,Crazy Tsunami,FALSE,5.3,6
en,Vacation Friends,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",24.041,/uTgZuqUQbaCB6Wfk03N8IUEuzQf.jpg,2021-08-27,Vacation Friends,FALSE,7.1,571
en,Into the Wild,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",26.514,/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg,2007-09-11,Into the Wild,FALSE,7.8,8883
en,Chernobyl Diaries,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",19.764,/9AKhThGA8IATBy3gR7I4dw9SEc4.jpg,2012-05-24,Chernobyl Diaries,FALSE,5.2,1437
en,Scooby-Doo! in Where's My Mummy?,Scooby-Doo and the Mystery Inc. gang become involved in a supernatural mystery in Egypt.,24.762,/svtAzhRb4ueCLXZX8r3whHrE5x3.jpg,2005-12-13,Scooby-Doo! in Where's My Mummy?,FALSE,7.5,343
en,The Clique,A young girl tries to fit in with a clique of popular middle school girls after moving into the guest house of one of their homes.,19.262,/f8h9WF7l5vLWI6OU5nmIRKx6QJ0.jpg,2008-11-11,The Clique,FALSE,5.9,149
en,Event Horizon,"In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously 7 years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors, and that the horrors that befell the Event Horizon's previous journey are still present.",24.511,/6b5Kux470PpQkgBdRqE9WtUpYfE.jpg,1997-08-15,Event Horizon,FALSE,6.5,2438
en,Sexy Movie,Two down on their luck Hollywood filmmakers decide to make a pornographic film.,25.471,/o9LjZEBrXl8gBERzaQC7tLjRI7G.jpg,2003-12-03,Sexy Movie,FALSE,4.9,7
zh,峰爆,"The opening of the new tunnel, which took ten years to build, coincided with a series of serious cataclysms. The lives of 160,000 people depend on the actions of two people, a father and a son.",19.036,/9gKfAKiFT5VHbqx5DgPsuUHS2te.jpg,2021-09-11,Cloudy Mountain,FALSE,7.5,143
en,The Wedding Ringer,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake
 best man Jimmy.",27.319,/nh9VKA4LEPKkoCljnDNHtSIhKbF.jpg,2015-01-16,The Wedding Ringer,FALSE,6.5,1468
en,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,27.212,/jLNUo05tEYaPMTmEoYTld8XYmOt.jpg,2015-08-19,Sinister 2,FALSE,5.9,1936
en,Barnyard,"When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.",18.758,/qlSCUmrflADYlCMbkviJjfujhTH.jpg,2006-08-04,Barnyard,FALSE,5.8,948
en,The Deer Hunter,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",22.956,/bbGtogDZOg09bm42KIpCXUXICkh.jpg,1978-03-09,The Deer Hunter,FALSE,8,3296
en,I See You,"When a 12-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.",24.019,/2LwamrHAmxqEHsT9JViFJxT08Ek.jpg,2019-09-11,I See You,FALSE,7.1,1223
en,Step Up,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",22.507,/9Y2i54Etpx7JvCxj6D8P3VAH152.jpg,2006-08-11,Step Up,FALSE,6.9,3452
en,Soft & Quiet,"Taking place in real time, elementary school teacher Emily organizes a mixer of like-minded women, but an altercation between a woman from Emily’s past and the group leads to a volatile chain of events.",21.735,/hrtO0sVcXolaiIjVoOADO2M24jm.jpg,2022-11-04,Soft & Quiet,FALSE,6.2,80
en,Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",22.003,/pat3vKaRlB70he4ghwTMydR4TvP.jpg,2000-12-22,Miss Congeniality,FALSE,6.5,3478
en,The Core,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",22.502,/jaG2vih2z4V5fP9pnYSIL65lr8d.jpg,2003-03-28,The Core,FALSE,5.8,1620
en,Miley Cyrus – Endless Summer Vacation (Backyard Sessions),"Miley Cyrus takes the stage in this must-see, Disney+ music event featuring debut performances of her highly anticipated eighth studio album, ""Endless Summer Vacation."" The global superstar’s cinematic, one-of-a-kind performances are threaded together with exclusive interviews where she provides insight to her new album and the person she is today.",22.826,/gWYpJXngqV7MQT9QCqsQD0LZHYB.jpg,2023-03-10,Miley Cyrus – Endless Summer Vacation (Backyard Sessions),FALSE,8.4,30
en,Wind River,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,24.506,/pySivdR845Hom4u4T2WNkJxe6Ad.jpg,2017-08-03,Wind River,FALSE,7.4,4642
en,Ferris Bueller's Day Off,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",28.247,/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg,1986-06-11,Ferris Bueller's Day Off,FALSE,7.6,4361
en,The Little Rascals Save the Day,"When the Little Rascals are unable to raise enough money to save their grandma's bakery from shutting down, their only hope is to win a local talent show and use the prize money to save the shop.",20.4,/6nuZUJge3egVZI1rPLVpjRHPMf7.jpg,2014-03-25,The Little Rascals Save the Day,FALSE,6.1,90
en,Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",29.147,/ezitJY9RTk3ReXc1nWhXjmU9cz0.jpg,2003-04-11,Anger Management,FALSE,6.1,2787
en,Diary of a Wimpy Kid,Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.,23.529,/obg6lWuNaZkoSlwrVG4VVk4SmT.jpg,2021-12-03,Diary of a Wimpy Kid,FALSE,6.3,305
ko,마녀,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",27.505,/4i2wo2ja5g2PmUxWa1a2eYIboZf.jpg,2018-06-27,The Witch: Part 1. The Subversion,FALSE,7.8,415
en,The Sum of All Fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",22.947,/3E4LW4bjRhEMDeeXeIsmkJ94v8K.jpg,2002-05-31,The Sum of All Fears,FALSE,6.3,1507
en,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",25.747,/wBaRZ3aHa7qoYTSY0ONbXrXYk4B.jpg,2010-11-18,The Next Three Days,FALSE,7.1,2577
en,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",18.743,/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,1987-07-17,Jaws: The Revenge,FALSE,4.1,885
en,"South Park: Bigger, Longer & Uncut","When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",23.744,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,1999-06-30,"South Park: Bigger, Longer & Uncut",FALSE,7.2,2395
fr,Sex Doll,"Set in London's world of high class call girls, Amoureux Solitaires tells the story of London based French escort Virginie, and Rupert, a man who rescues trafficked girls.",24.997,/grWS1nNexgCQacAIF6Um5PS5N5y.jpg,2016-12-07,Sex Doll,FALSE,5.8,128
ko,살인의 추억,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases.",27.491,/lp3Qzzq1zzy6ToJul9DGBBd8ua1.jpg,2003-05-02,Memories of Murder,FALSE,8.1,3216
en,Boyz n the Hood,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,30.74,/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg,1991-07-12,Boyz n the Hood,FALSE,7.6,1703
